"Uni_N1","Uni_N2"
"eco:b1478","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b1241","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0356","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b1478","eco:H+"
"eco:b1241","eco:H+"
"eco:b0356","eco:H+"
"eco:b1478","eco:Acetaldehyde"
"eco:b1241","eco:Acetaldehyde"
"eco:b0356","eco:Acetaldehyde"
"eco:Acetate exchange","eco:Acetate"
"eco:b3551","eco:Nicotinamide adenine dinucleotide phosphate - reduced"
"eco:b3551","eco:H+"
"eco:b3551","eco:d-biotin d-sulfoxide"
"eco:b3551","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:b3551","eco:H2O"
"eco:b3551","eco:Biotin"
"eco:b2585","eco:L-Serine"
"eco:b2585","eco:CDP-1,2-dihexadecanoylglycerol"
"eco:b2585","eco:phosphatidylserine (dihexadecanoyl, n-C16:0)"
"eco:b2585","eco:CMP"
"eco:b2585","eco:H+"
"eco:b1377","eco:doxorubicin"
"eco:b2215","eco:doxorubicin"
"eco:b0929","eco:doxorubicin"
"eco:b0241","eco:doxorubicin"
"eco:b1377","eco:doxorubicin"
"eco:b2215","eco:doxorubicin"
"eco:b0929","eco:doxorubicin"
"eco:b0241","eco:doxorubicin"
"eco:b0418","eco:H2O"
"eco:b1278","eco:H2O"
"eco:b0418","eco:Phosphatidylglycerol (dioctadecanoyl, n-C18:0)"
"eco:b1278","eco:Phosphatidylglycerol (dioctadecanoyl, n-C18:0)"
"eco:b0418","eco:Phosphate"
"eco:b1278","eco:Phosphate"
"eco:b0418","eco:Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
"eco:b1278","eco:Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
"eco:b3449","eco:L-Serine"
"eco:b2239","eco:L-Serine"
"eco:b3449","eco:H2O"
"eco:b2239","eco:H2O"
"eco:b3449","eco:Glycerophosphoserine"
"eco:b2239","eco:Glycerophosphoserine"
"eco:b3449","eco:H+"
"eco:b2239","eco:H+"
"eco:b3449","eco:Glycerol 3-phosphate"
"eco:b2239","eco:Glycerol 3-phosphate"
"eco:b0241","eco:D-Galactonate"
"eco:b0929","eco:D-Galactonate"
"eco:b1377","eco:D-Galactonate"
"eco:b2215","eco:D-Galactonate"
"eco:b0241","eco:D-Galactonate"
"eco:b0929","eco:D-Galactonate"
"eco:b1377","eco:D-Galactonate"
"eco:b2215","eco:D-Galactonate"
"eco:b4006","eco:5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide"
"eco:b4006","eco:IMP"
"eco:b4006","eco:H2O"
"eco:b0186","eco:CO2"
"eco:b4131","eco:CO2"
"eco:b0186","eco:H+"
"eco:b4131","eco:H+"
"eco:b0186","eco:1,5-Diaminopentane"
"eco:b4131","eco:1,5-Diaminopentane"
"eco:b0186","eco:L-Lysine"
"eco:b4131","eco:L-Lysine"
"eco:b0091","eco:H+"
"eco:b0091","eco:UDP-N-acetylmuramate"
"eco:b0091","eco:ADP"
"eco:b0091","eco:UDP-N-acetylmuramoyl-L-alanine"
"eco:b0091","eco:Phosphate"
"eco:b0091","eco:ATP"
"eco:b0091","eco:L-Alanine"
"eco:b2342","eco:Palmitoyl-CoA (n-C16:0CoA)"
"eco:b3845","eco:Palmitoyl-CoA (n-C16:0CoA)"
"eco:b2342","eco:3-Oxooctadecanoyl-CoA"
"eco:b3845","eco:3-Oxooctadecanoyl-CoA"
"eco:b2342","eco:Acetyl-CoA"
"eco:b3845","eco:Acetyl-CoA"
"eco:b2342","eco:Coenzyme A"
"eco:b3845","eco:Coenzyme A"
"eco:b1584","eco:N8-Acetylspermidine"
"eco:b1584","eco:H+"
"eco:b1584","eco:Spermidine"
"eco:b1584","eco:Coenzyme A"
"eco:b1584","eco:Acetyl-CoA"
"eco:L-Homoserine exchange","eco:L-Homoserine"
"eco:b2037","eco:O16 antigen undecaprenyl diphosphate"
"eco:b2037","eco:O16 antigen undecaprenyl diphosphate"
"eco:b3040","eco:Cu2+"
"eco:b3040","eco:Cu2+"
"eco:b2585","eco:L-Serine"
"eco:b2585","eco:CDP-1,2-ditetradec-7-enoylglycerol"
"eco:b2585","eco:H+"
"eco:b2585","eco:phosphatidylserine (ditetradec-7-enoyl, n-C14:1)"
"eco:b2585","eco:CMP"
"eco:b0134","eco:5,10-Methylenetetrahydrofolate"
"eco:b0134","eco:H2O"
"eco:b0134","eco:5,6,7,8-Tetrahydrofolate"
"eco:b0134","eco:2-Dehydropantoate"
"eco:b0134","eco:3-Methyl-2-oxobutanoate"
"eco:L-alanine-L-glutamate exchange","eco:L-alanine-L-glutamate"
"eco:b0356","eco:Nicotinamide adenine dinucleotide"
"eco:b0356","eco:H+"
"eco:b0356","eco:D-Glyceraldehyde"
"eco:b0356","eco:Glycerol"
"eco:b0356","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b3691","eco:H+"
"eco:b3691","eco:D-Galactonate"
"eco:b3691","eco:H+"
"eco:b3691","eco:D-Galactonate"
"eco:b3551","eco:Biotin"
"eco:b3551","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b3551","eco:H+"
"eco:b3551","eco:Nicotinamide adenine dinucleotide"
"eco:b3551","eco:H2O"
"eco:b3551","eco:d-biotin d-sulfoxide"
"eco:b4213","eco:H+"
"eco:b4213","eco:3'-AMP"
"eco:b4213","eco:H2O"
"eco:b4213","eco:2',3'-Cyclic AMP"
"eco:b2215","eco:Cu2+"
"eco:b0241","eco:Cu2+"
"eco:b0929","eco:Cu2+"
"eco:b1377","eco:Cu2+"
"eco:b2215","eco:Cu2+"
"eco:b0241","eco:Cu2+"
"eco:b0929","eco:Cu2+"
"eco:b1377","eco:Cu2+"
"eco:b0418","eco:Phosphatidylglycerol (dioctadecanoyl, n-C18:0)"
"eco:b1278","eco:Phosphatidylglycerol (dioctadecanoyl, n-C18:0)"
"eco:b0418","eco:Phosphate"
"eco:b1278","eco:Phosphate"
"eco:b0418","eco:Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
"eco:b1278","eco:Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
"eco:b0418","eco:H2O"
"eco:b1278","eco:H2O"
"eco:b3449","eco:H+"
"eco:b2239","eco:H+"
"eco:b3449","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b2239","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3449","eco:Glycerol 3-phosphate"
"eco:b2239","eco:Glycerol 3-phosphate"
"eco:b3449","eco:Ethanolamine"
"eco:b2239","eco:Ethanolamine"
"eco:b3449","eco:H2O"
"eco:b2239","eco:H2O"
"eco:b0241","eco:L-Isoleucine"
"eco:b0929","eco:L-Isoleucine"
"eco:b1377","eco:L-Isoleucine"
"eco:b2215","eco:L-Isoleucine"
"eco:b0241","eco:L-Isoleucine"
"eco:b0929","eco:L-Isoleucine"
"eco:b1377","eco:L-Isoleucine"
"eco:b2215","eco:L-Isoleucine"
"eco:b2033","eco:Acetyl-CoA"
"eco:b2033","eco:O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate"
"eco:b2033","eco:Coenzyme A"
"eco:b2033","eco:rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate"
"eco:b0241","eco:Dopamine"
"eco:b0929","eco:Dopamine"
"eco:b1377","eco:Dopamine"
"eco:b2215","eco:Dopamine"
"eco:b0241","eco:Dopamine"
"eco:b0929","eco:Dopamine"
"eco:b1377","eco:Dopamine"
"eco:b2215","eco:Dopamine"
"eco:b0935","eco:Sulfite"
"eco:b0935","eco:H2O"
"eco:b0935","eco:H+"
"eco:b0935","eco:methanesulfonate"
"eco:b0935","eco:Reduced FMN"
"eco:b0935","eco:FMN"
"eco:b0935","eco:Formaldehyde"
"eco:b0935","eco:O2"
"eco:L-Histidine exchange","eco:L-Histidine"
"eco:b1584","eco:H+"
"eco:b1584","eco:N1-Acetylspermidine"
"eco:b1584","eco:Coenzyme A"
"eco:b1584","eco:Spermidine"
"eco:b1584","eco:Acetyl-CoA"
"eco:b1539","eco:Nicotinamide adenine dinucleotide phosphate - reduced"
"eco:b1539","eco:H+"
"eco:b1539","eco:2-Aminomalonate semialdehyde"
"eco:b1539","eco:L-Serine"
"eco:b1539","eco:Nicotinamide adenine dinucleotide phosphate"
"eco:b0088","eco:Phosphate"
"eco:b0088","eco:UDP-N-acetylmuramoyl-L-alanyl-D-glutamate"
"eco:b0088","eco:H+"
"eco:b0088","eco:ATP"
"eco:b0088","eco:ADP"
"eco:b0088","eco:D-Glutamate"
"eco:b0088","eco:UDP-N-acetylmuramoyl-L-alanine"
"eco:L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange","eco:L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine"
"eco:b2342","eco:Coenzyme A"
"eco:b3845","eco:Coenzyme A"
"eco:b2342","eco:3-Oxohexadecanoyl-CoA"
"eco:b3845","eco:3-Oxohexadecanoyl-CoA"
"eco:b2342","eco:Tetradecanoyl-CoA (n-C14:0CoA)"
"eco:b3845","eco:Tetradecanoyl-CoA (n-C14:0CoA)"
"eco:b2342","eco:Acetyl-CoA"
"eco:b3845","eco:Acetyl-CoA"
"eco:b2585","eco:phosphatidylserine (ditetradecanoyl, n-C14:0)"
"eco:b2585","eco:CDP-1,2-ditetradecanoylglycerol"
"eco:b2585","eco:L-Serine"
"eco:b2585","eco:H+"
"eco:b2585","eco:CMP"
"eco:b3857","eco:molybdenum cofactor"
"eco:b3856","eco:molybdenum cofactor"
"eco:b3857","eco:H+"
"eco:b3856","eco:H+"
"eco:b3857","eco:GTP"
"eco:b3856","eco:GTP"
"eco:b3857","eco:Diphosphate"
"eco:b3856","eco:Diphosphate"
"eco:b3857","eco:molybdopterin guanine dinucleotide"
"eco:b3856","eco:molybdopterin guanine dinucleotide"
"eco:b4214","eco:Adenosine 3',5'-bisphosphate"
"eco:b4214","eco:H2O"
"eco:b4214","eco:Phosphate"
"eco:b4214","eco:AMP"
"eco:b4213","eco:3'-cmp"
"eco:b4213","eco:H2O"
"eco:b4213","eco:H+"
"eco:b4213","eco:2',3'-Cyclic CMP"
"eco:b0241","eco:L-Alanine"
"eco:b0929","eco:L-Alanine"
"eco:b1377","eco:L-Alanine"
"eco:b2215","eco:L-Alanine"
"eco:b0241","eco:L-Alanine"
"eco:b0929","eco:L-Alanine"
"eco:b1377","eco:L-Alanine"
"eco:b2215","eco:L-Alanine"
"eco:b2215","eco:L-Galactonate"
"eco:b1377","eco:L-Galactonate"
"eco:b0929","eco:L-Galactonate"
"eco:b0241","eco:L-Galactonate"
"eco:b2215","eco:L-Galactonate"
"eco:b1377","eco:L-Galactonate"
"eco:b0929","eco:L-Galactonate"
"eco:b0241","eco:L-Galactonate"
"eco:Hg2+ exchange","eco:Hg2+"
"eco:b0935","eco:Glycolaldehyde"
"eco:b0935","eco:FMN"
"eco:b0935","eco:O2"
"eco:b0935","eco:Sulfite"
"eco:b0935","eco:H2O"
"eco:b0935","eco:H+"
"eco:b0935","eco:Isethionic acid"
"eco:b0935","eco:Reduced FMN"
"eco:b2035","eco:(O16 antigen)x4 undecaprenyl diphosphate"
"eco:b2027","eco:(O16 antigen)x4 undecaprenyl diphosphate"
"eco:b2035","eco:Undecaprenyl diphosphate"
"eco:b2027","eco:Undecaprenyl diphosphate"
"eco:b2035","eco:(O16 antigen)x3 undecaprenyl diphosphate"
"eco:b2027","eco:(O16 antigen)x3 undecaprenyl diphosphate"
"eco:b2035","eco:H+"
"eco:b2027","eco:H+"
"eco:b2035","eco:O16 antigen undecaprenyl diphosphate"
"eco:b2027","eco:O16 antigen undecaprenyl diphosphate"
"eco:L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange","eco:L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"
"eco:b0401","eco:L-Isoleucine"
"eco:b0401","eco:H+"
"eco:b0401","eco:H+"
"eco:b0401","eco:L-Isoleucine"
"eco:b3469","eco:Cu2+"
"eco:b3469","eco:Phosphate"
"eco:b3469","eco:H+"
"eco:b3469","eco:ATP"
"eco:b3469","eco:ADP"
"eco:b3469","eco:H2O"
"eco:b3469","eco:Cu2+"
"eco:b3449","eco:H+"
"eco:b2239","eco:H+"
"eco:b3449","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b2239","eco:sn-Glycero-3-phosphoethanolamine"
"eco:b3449","eco:Glycerol 3-phosphate"
"eco:b2239","eco:Glycerol 3-phosphate"
"eco:b3449","eco:Ethanolamine"
"eco:b2239","eco:Ethanolamine"
"eco:b3449","eco:H2O"
"eco:b2239","eco:H2O"
"eco:b3575","eco:H+"
"eco:b3575","eco:2,3-Dioxo-L-gulonate"
"eco:b3575","eco:Nicotinamide adenine dinucleotide"
"eco:b3575","eco:3-Dehydro-L-gulonate"
"eco:b3575","eco:Nicotinamide adenine dinucleotide - reduced"
"eco:b0418","eco:Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
"eco:b1278","eco:Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
"eco:b0418","eco:Phosphate"
"eco:b1278","eco:Phosphate"
"eco:b0418","eco:Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)"
"eco:b1278","eco:Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)"
"eco:b0418","eco:H2O"
"eco:b1278","eco:H2O"
"eco:b3825","eco:octadecenoate (n-C18:1)"
"eco:b3825","eco:H+"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:H2O"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)"
"eco:b0090","eco:UDP"
"eco:b0090","eco:UDP-N-acetyl-D-glucosamine"
"eco:b0090","eco:H+"
"eco:b0090","eco:Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala"
"eco:b0090","eco:Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine"
"eco:b2342","eco:3-Oxotetradecanoyl-CoA"
"eco:b3845","eco:3-Oxotetradecanoyl-CoA"
"eco:b2342","eco:Dodecanoyl-CoA (n-C12:0CoA)"
"eco:b3845","eco:Dodecanoyl-CoA (n-C12:0CoA)"
"eco:b2342","eco:Coenzyme A"
"eco:b3845","eco:Coenzyme A"
"eco:b2342","eco:Acetyl-CoA"
"eco:b3845","eco:Acetyl-CoA"
"eco:b1748","eco:L-Glutamate"
"eco:b1748","eco:N2-Succinyl-L-glutamate 5-semialdehyde"
"eco:b1748","eco:N2-Succinyl-L-ornithine"
"eco:b1748","eco:2-Oxoglutarate"
"eco:hexadecenoate (n-C16:1) exchange","eco:Hexadecenoate (n-C16:1)"
"eco:b4213","eco:H2O"
"eco:b4213","eco:2',3'-Cyclic UMP"
"eco:b4213","eco:H+"
"eco:b4213","eco:3'-UMP"
"eco:b3857","eco:GTP"
"eco:b3856","eco:GTP"
"eco:b3857","eco:bis-molybdopterin mono-guanine dinucleotide"
"eco:b3856","eco:bis-molybdopterin mono-guanine dinucleotide"
"eco:b3857","eco:Diphosphate"
"eco:b3856","eco:Diphosphate"
"eco:b3857","eco:bis-molybdopterin guanine dinucleotide"
"eco:b3856","eco:bis-molybdopterin guanine dinucleotide"
"eco:b3857","eco:H+"
"eco:b3856","eco:H+"
"eco:b2585","eco:phosphatidylserine (didodecanoyl, n-C12:0)"
"eco:b2585","eco:CDP-1,2-didodecanoylglycerol"
"eco:b2585","eco:H+"
"eco:b2585","eco:L-Serine"
"eco:b2585","eco:CMP"
"eco:b0827","eco:Cu2+"
"eco:b0827","eco:AMP"
"eco:b0827","eco:adenylated molybdopterin"
"eco:b0827","eco:molybdenum cofactor"
"eco:b0827","eco:H2O"
"eco:b0827","eco:Molybdate"
"eco:b0827","eco:H+"
"eco:L-alanine-D-glutamate exchange","eco:L-alanine-D-glutamate"
"eco:b0099","eco:H2O"
"eco:b1865","eco:H2O"
"eco:b0099","eco:2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"
"eco:b1865","eco:2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"
"eco:b0099","eco:Diphosphate"
"eco:b1865","eco:Diphosphate"
"eco:b0099","eco:H+"
"eco:b1865","eco:H+"
"eco:b0099","eco:Dihydroneopterin monophosphate"
"eco:b1865","eco:Dihydroneopterin monophosphate"
"eco:b0007","eco:Sodium"
"eco:b0007","eco:L-Alanine"
"eco:b0007","eco:Sodium"
"eco:b0007","eco:L-Alanine"
"eco:b4356","eco:L-Galactonate"
"eco:b4356","eco:H+"
"eco:b4356","eco:L-Galactonate"
"eco:b4356","eco:H+"
"eco:b2035","eco:Undecaprenyl diphosphate"
"eco:b2027","eco:Undecaprenyl diphosphate"
"eco:b2035","eco:(O16 antigen)x3 undecaprenyl diphosphate"
"eco:b2027","eco:(O16 antigen)x3 undecaprenyl diphosphate"
"eco:b2035","eco:H+"
"eco:b2027","eco:H+"
"eco:b2035","eco:(O16 antigen)x2 undecaprenyl diphosphate"
"eco:b2027","eco:(O16 antigen)x2 undecaprenyl diphosphate"
"eco:b2035","eco:O16 antigen undecaprenyl diphosphate"
"eco:b2027","eco:O16 antigen undecaprenyl diphosphate"
"eco:b0241","eco:Sulfate"
"eco:b0929","eco:Sulfate"
"eco:b1377","eco:Sulfate"
"eco:b2215","eco:Sulfate"
"eco:b0241","eco:Sulfate"
"eco:b0929","eco:Sulfate"
"eco:b1377","eco:Sulfate"
"eco:b2215","eco:Sulfate"
"eco:b3449","eco:H+"
"eco:b2239","eco:H+"
"eco:b3449","eco:Glycerol 3-phosphate"
"eco:b2239","eco:Glycerol 3-phosphate"
"eco:b3449","eco:sn-Glycero-3-phosphocholine"
"eco:b2239","eco:sn-Glycero-3-phosphocholine"
"eco:b3449","eco:Choline"
"eco:b2239","eco:Choline"
"eco:b3449","eco:H2O"
"eco:b2239","eco:H2O"
"eco:b1474","eco:H+"
"eco:b1475","eco:H+"
"eco:b1476","eco:H+"
"eco:b3892","eco:H+"
"eco:b3893","eco:H+"
"eco:b3894","eco:H+"
"eco:b1474","eco:CO2"
"eco:b1475","eco:CO2"
"eco:b1476","eco:CO2"
"eco:b3892","eco:CO2"
"eco:b3893","eco:CO2"
"eco:b3894","eco:CO2"
"eco:b1474","eco:Menaquinol 8"
"eco:b1475","eco:Menaquinol 8"
"eco:b1476","eco:Menaquinol 8"
"eco:b3892","eco:Menaquinol 8"
"eco:b3893","eco:Menaquinol 8"
"eco:b3894","eco:Menaquinol 8"
"eco:b1474","eco:Formate"
"eco:b1475","eco:Formate"
"eco:b1476","eco:Formate"
"eco:b3892","eco:Formate"
"eco:b3893","eco:Formate"
"eco:b3894","eco:Formate"
"eco:b1474","eco:Menaquinone 8"
"eco:b1475","eco:Menaquinone 8"
"eco:b1476","eco:Menaquinone 8"
"eco:b3892","eco:Menaquinone 8"
"eco:b3893","eco:Menaquinone 8"
"eco:b3894","eco:Menaquinone 8"
"eco:b1474","eco:H+"
"eco:b1475","eco:H+"
"eco:b1476","eco:H+"
"eco:b3892","eco:H+"
"eco:b3893","eco:H+"
"eco:b3894","eco:H+"
"eco:b2342","eco:Decanoyl-CoA (n-C10:0CoA)"
"eco:b3845","eco:Decanoyl-CoA (n-C10:0CoA)"
"eco:b2342","eco:Acetyl-CoA"
"eco:b3845","eco:Acetyl-CoA"
"eco:b2342","eco:Coenzyme A"
"eco:b3845","eco:Coenzyme A"
"eco:b2342","eco:3-Oxododecanoyl-CoA"
"eco:b3845","eco:3-Oxododecanoyl-CoA"
"eco:b1278","eco:Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)"
"eco:b0418","eco:Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)"
"eco:b1278","eco:H2O"
"eco:b0418","eco:H2O"
"eco:b1278","eco:Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
"eco:b0418","eco:Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)"
"eco:b1278","eco:Phosphate"
"eco:b0418","eco:Phosphate"
"eco:b3825","eco:octadecanoate (n-C18:0)"
"eco:b3825","eco:H+"
"eco:b3825","eco:Glycerophosphoglycerol"
"eco:b3825","eco:H2O"
"eco:b3825","eco:2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)"
"eco:b3730","eco:Diphosphate"
"eco:b3730","eco:UDP-N-acetyl-D-glucosamine"
"eco:b3730","eco:N-Acetyl-D-glucosamine 1-phosphate"
"eco:b3730","eco:UTP"
"eco:b3730","eco:H+"
"eco:Hexadecanoate (n-C16:0) exchange","eco:Hexadecanoate (n-C16:0)"
"eco:b3454","eco:Phosphate"
"eco:b3455","eco:Phosphate"
"eco:b3457","eco:Phosphate"
"eco:b3460","eco:Phosphate"
"eco:b3456","eco:Phosphate"
"eco:b3454","eco:L-Isoleucine"
"eco:b3455","eco:L-Isoleucine"
"eco:b3457","eco:L-Isoleucine"
"eco:b3460","eco:L-Isoleucine"
"eco:b3456","eco:L-Isoleucine"
"eco:b3454","eco:H2O"
"eco:b3455","eco:H2O"
"eco:b3457","eco:H2O"
"eco:b3460","eco:H2O"
"eco:b3456","eco:H2O"
"eco:b3454","eco:ATP"
"eco:b3455","eco:ATP"
"eco:b3457","eco:ATP"
"eco:b3460","eco:ATP"
"eco:b3456","eco:ATP"
"eco:b3454","eco:H+"
"eco:b3455","eco:H+"
"eco:b3457","eco:H+"
"eco:b3460","eco:H+"
"eco:b3456","eco:H+"
"eco:b3454","eco:ADP"
"eco:b3455","eco:ADP"
"eco:b3457","eco:ADP"
"eco:b3460","eco:ADP"
"eco:b3456","eco:ADP"
"eco:b3454","eco:L-Isoleucine"
"eco:b3455","eco:L-Isoleucine"
"eco:b3457","eco:L-Isoleucine"
"eco:b3460","eco:L-Isoleucine"
"eco:b3456","eco:L-Isoleucine"
"eco:b0484","eco:Cu+"
"eco:b0484","eco:H2O"
"eco:b0484","eco:Cu+"
"eco:b0484","eco:ATP"
"eco:b0484","eco:Phosphate"
"eco:b0484","eco:H+"
"eco:b0484","eco:ADP"
"eco:b4478","eco:H2O"
"eco:b4478","eco:2-Dehydro-3-deoxy-D-galactonate"
"eco:b4478","eco:D-Galactonate"
"eco:b4055","eco:L-Serine"
"eco:b4055","eco:O-Phospho-L-serine"
"eco:b4055","eco:Phosphate"
"eco:b4055","eco:H2O"
"eco:L-alanine reversible transport via proton symport (periplasm)","eco:L-Alanine"
"eco:L-alanine reversible transport via proton symport (periplasm)","eco:H+"
"eco:L-alanine reversible transport via proton symport (periplasm)","eco:L-Alanine"
"eco:L-alanine reversible transport via proton symport (periplasm)","eco:H+"
"eco:b3857","eco:Diphosphate"
"eco:b3856","eco:Diphosphate"
"eco:b3857","eco:GTP"
"eco:b3856","eco:GTP"
"eco:b3857","eco:bis-molybdenum cofactor"
"eco:b3856","eco:bis-molybdenum cofactor"
"eco:b3857","eco:bis-molybdopterin mono-guanine dinucleotide"
"eco:b3856","eco:bis-molybdopterin mono-guanine dinucleotide"
"eco:b3857","eco:H+"
"eco:b3856","eco:H+"
"eco:b0241","eco:2,3-diaminopropionate"
"eco:b0929","eco:2,3-diaminopropionate"
"eco:b1377","eco:2,3-diaminopropionate"
"eco:b2215","eco:2,3-diaminopropionate"
"eco:b0241","eco:2,3-diaminopropionate"
"eco:b0929","eco:2,3-diaminopropionate"
"eco:b1377","eco:2,3-diaminopropionate"
"eco:b2215","eco:2,3-diaminopropionate"
"eco:b2877","eco:molybdopterin cytosine dinucleotide"
"eco:b2877","eco:molybdenum cofactor"
"eco:b2877","eco:Diphosphate"
"eco:b2877","eco:H+"
"eco:b2877","eco:CTP"
"eco:Dihydroneopterin monophosphate dephosphorylase","eco:Phosphate"
"eco:Dihydroneopterin monophosphate dephosphorylase","eco:Dihydroneopterin monophosphate"
"eco:Dihydroneopterin monophosphate dephosphorylase","eco:Dihydroneopterin"
"eco:Dihydroneopterin monophosphate dephosphorylase","eco:H2O"
"eco:b0418","eco:H2O"
"eco:b1278","eco:H2O"
"eco:b0418","eco:Phosphatidylglycerol (dihexadecanoyl, n-C16:0)"
"eco:b1278","eco:Phosphatidylglycerol (dihexadecanoyl, n-C16:0)"
"eco:b0418","eco:Phosphate"
"eco:b1278","eco:Phosphate"
"eco:b0418","eco:Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)"
"eco:b1278","eco:Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)"
"eco:5-Methylthio-D-ribose exchange","eco:5-Methylthio-D-ribose"
"eco:b2342","eco:Coenzyme A"
"eco:b3845","eco:Coenzyme A"
"eco:b2342","eco:Acetyl-CoA"
"eco:b3845","eco:Acetyl-CoA"
"eco:b2342","eco:3-Oxodecanoyl-CoA"
"eco:b3845","eco:3-Oxodecanoyl-CoA"
"eco:b2342","eco:Octanoyl-CoA (n-C8:0CoA)"
"eco:b3845","eco:Octanoyl-CoA (n-C8:0CoA)"
"eco:b3449","eco:H+"
"eco:b2239","eco:H+"
"eco:b3449","eco:Glycerol 3-phosphate"
"eco:b2239","eco:Glycerol 3-phosphate"
"eco:b3449","eco:Choline"
"eco:b2239","eco:Choline"
"eco:b3449","eco:H2O"
"eco:b2239","eco:H2O"
"eco:b3449","eco:sn-Glycero-3-phosphocholine"
"eco:b2239","eco:sn-Glycero-3-phosphocholine"
"eco:b3892","eco:H+"
"eco:b3893","eco:H+"
"eco:b3894","eco:H+"
"eco:b1474","eco:H+"
"eco:b1475","eco:H+"
"eco:b1476","eco:H+"
"eco:b3892","eco:CO2"
"eco:b3893","eco:CO2"
"eco:b3894","eco:CO2"
"eco:b1474","eco:CO2"
"eco:b1475","eco:CO2"
"eco:b1476","eco:CO2"
"eco:b3892","eco:H+"
"eco:b3893","eco:H+"
"eco:b3894","eco:H+"
"eco:b1474","eco:H+"
"eco:b1475","eco:H+"
"eco:b1476","eco:H+"
"eco:b3892","eco:Ubiquinol-8"
"eco:b3893","eco:Ubiquinol-8"
"eco:b3894","eco:Ubiquinol-8"
"eco:b1474","eco:Ubiquinol-8"
"eco:b1475","eco:Ubiquinol-8"
"eco:b1476","eco:Ubiquinol-8"
"eco:b3892","eco:Formate"
"eco:b3893","eco:Formate"
"eco:b3894","eco:Formate"
"eco:b1474","eco:Formate"
"eco:b1475","eco:Formate"
"eco:b1476","eco:Formate"
"eco:b3892","eco:Ubiquinone-8"
"eco:b3893","eco:Ubiquinone-8"
"eco:b3894","eco:Ubiquinone-8"
"eco:b1474","eco:Ubiquinone-8"
"eco:b1475","eco:Ubiquinone-8"
"eco:b1476","eco:Ubiquinone-8"
"eco:b2035","eco:Undecaprenyl diphosphate"
"eco:b2027","eco:Undecaprenyl diphosphate"
"eco:b2035","eco:(O16 antigen)x2 undecaprenyl diphosphate"
"eco:b2027","eco:(O16 antigen)x2 undecaprenyl diphosphate"
"eco:b2035","eco:O16 antigen undecaprenyl diphosphate"
"eco:b2027","eco:O16 antigen undecaprenyl diphosphate"
"eco:b2035","eco:H+"
"eco:b2027","eco:H+"
"eco:b1206","eco:Sulfate"
"eco:b1206","eco:H+"
"eco:b1206","eco:H+"
"eco:b1206","eco:Sulfate"
"eco:b0241","eco:Molybdate"
"eco:b0929","eco:Molybdate"
"eco:b1377","eco:Molybdate"
"eco:b2215","eco:Molybdate"
"eco:b0241","eco:Molybdate"
"eco:b0929","eco:Molybdate"
"eco:b1377","eco:Molybdate"
"eco:b2215","eco:Molybdate"
