"network";"DRUG_ID";"Drug1";"Drug2";"SET";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"connection_onoff"
"Small/medium-scale PPI";"A22-Meropenem";"A22";"Meropenem";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"A22";"MEM";"0";"other cell wall";"beta-lactam";"beta-lactam-other cell wall";"1";"cell wall";"cell wall";"cell wall-cell wall";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,235729140";"-0,215070783";"-0,259392902";"-0,219074205";"0,027208239";"-0,047575083";"Synergy";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"-1";"0";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"SS";"-1";"-1";"-1";"-1";"0";"-1";"-5";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"3,000";"2,800";"3,000";"6,600";"4,800";"0";"536,814";"5009,930";"2773,372";"0,044";"0,270";"0,157";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Meropenem";"A22";"Meropenem";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"A22";"MEM";"0";"other cell wall";"beta-lactam";"beta-lactam-other cell wall";"1";"cell wall";"cell wall";"cell wall-cell wall";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,235729140";"-0,215070783";"-0,259392902";"-0,219074205";"0,027208239";"-0,047575083";"Synergy";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"-1";"0";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"SS";"-1";"-1";"-1";"-1";"0";"-1";"-5";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"1,167";"12,000";"12,000";"53,833";"32,917";"1";"0,000";"19939,870";"9969,935";"0,000";"0,025";"0,013";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Metformin";"A22";"Metformin";"TRUE";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"A22";"MF";"0";"other cell wall";"human drug";"human drug-other cell wall";"0";"cell wall";"human";"cell wall-human";"0";"research used drug";"human-targeted drug";"human-targeted drug-research used drug";"0,446933915";"0,045644805";"0,133947960";"0,110398330";"0,022641089";"0,127400147";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"1";"0";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"SS";"-1";"-1";"-1";"-1";"0";"-1";"-5";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"Inf";"0,000";"6,000";"12,000";"9,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,004";"0,003";"disconnected"
"Small/medium-scale PPI";"A22-Metformin";"A22";"Metformin";"TRUE";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"A22";"MF";"0";"other cell wall";"human drug";"human drug-other cell wall";"0";"cell wall";"human";"cell wall-human";"0";"research used drug";"human-targeted drug";"human-targeted drug-research used drug";"0,446933915";"0,045644805";"0,133947960";"0,110398330";"0,022641089";"0,127400147";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"1";"0";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"SS";"-1";"-1";"-1";"-1";"0";"-1";"-5";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"5,000";"1,000";"1,000";"5,000";"3,000";"0";"0,000";"5009,930";"2504,965";"0,000";"0,270";"0,135";"0,004";"0,003";"connected"
"Small/medium-scale PPI";"A22-Moxifloxacin";"A22";"Moxifloxacin";"TRUE";"12";"0,003";"Additivity-Antagonism";"3";"0,003";"A22";"MXF";"0";"other cell wall";"quinolones";"other cell wall-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"0,140610664";"0,092193184";"0,215826495";"-0,042947388";"-0,023823212";"0,064888849";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"R";"S";"SS";"SS";"SS";"SS";"RR";"SS";"-1";"-1";"-1";"-1";"1";"-1";"-4";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"4,250";"2,000";"2,000";"6,750";"4,375";"0";"1252,483";"5124,588";"3188,535";"0,022";"0,270";"0,146";"0,003";"0,003";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Moxifloxacin";"A22";"Moxifloxacin";"TRUE";"12";"0,003";"Additivity-Antagonism";"3";"0,003";"A22";"MXF";"0";"other cell wall";"quinolones";"other cell wall-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"0,140610664";"0,092193184";"0,215826495";"-0,042947388";"-0,023823212";"0,064888849";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"R";"S";"SS";"SS";"SS";"SS";"RR";"SS";"-1";"-1";"-1";"-1";"1";"-1";"-4";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"2,500";"9,000";"9,000";"16,000";"12,500";"0";"0,000";"861,438";"430,719";"0,000";"0,005";"0,002";"0,003";"0,003";"connected"
"Small/medium-scale PPI";"A22-Novobiocin";"A22";"Novobiocin";"TRUE";"14";"0,008";"Additivity-Synergy";"2";"0,002";"A22";"NVB";"0";"other cell wall";"quinolones";"other cell wall-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,104017215";"-0,200428236";"-0,229780853";"-0,037197669";"-0,026186098";"-0,038617664";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"Additivity";"0";"-1";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"R";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"RR";"SR";"-1";"-1";"0";"-1";"1";"0";"-2";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"3,500";"3,000";"3,000";"8,500";"5,750";"0";"2504,965";"5239,245";"3872,105";"0,045";"0,270";"0,158";"0,008";"0,002";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Novobiocin";"A22";"Novobiocin";"TRUE";"14";"0,008";"Additivity-Synergy";"2";"0,002";"A22";"NVB";"0";"other cell wall";"quinolones";"other cell wall-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,104017215";"-0,200428236";"-0,229780853";"-0,037197669";"-0,026186098";"-0,038617664";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"Additivity";"0";"-1";"-1";"0";"0";"0";"-2";"S";"S";"S";"S";"R";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"RR";"SR";"-1";"-1";"0";"-1";"1";"0";"-2";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"2,000";"12,000";"12,000";"20,000";"16,000";"0";"0,000";"1165,260";"582,630";"0,000";"0,010";"0,005";"0,008";"0,002";"connected"
"Small/medium-scale PPI";"A22-Penicillin G";"A22";"Penicillin G";"TRUE";"4";"0,001";"Additivity-Synergy";"2";"0,002";"A22";"PEN";"0";"other cell wall";"beta-lactam";"beta-lactam-other cell wall";"1";"cell wall";"cell wall";"cell wall-cell wall";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,065813147";"-0,086284579";"-0,220256659";"-0,093585884";"-0,054171887";"-0,093553057";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"SR";"0";"-1";"-1";"-1";"1";"0";"-2";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"3,000";"2,800";"3,000";"6,600";"4,800";"0";"536,814";"5009,930";"2773,372";"0,044";"0,270";"0,157";"0,001";"0,002";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Penicillin G";"A22";"Penicillin G";"TRUE";"4";"0,001";"Additivity-Synergy";"2";"0,002";"A22";"PEN";"0";"other cell wall";"beta-lactam";"beta-lactam-other cell wall";"1";"cell wall";"cell wall";"cell wall-cell wall";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,065813147";"-0,086284579";"-0,220256659";"-0,093585884";"-0,054171887";"-0,093553057";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"SR";"0";"-1";"-1";"-1";"1";"0";"-2";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"1,167";"12,000";"12,000";"53,833";"32,917";"1";"0,000";"19939,870";"9969,935";"0,000";"0,025";"0,013";"0,001";"0,002";"connected"
"Small/medium-scale PPI";"A22-Piperacillin";"A22";"Piperacillin";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"A22";"PIP";"0";"other cell wall";"beta-lactam";"beta-lactam-other cell wall";"1";"cell wall";"cell wall";"cell wall-cell wall";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,110416050";"-0,293930926";"-0,299813582";"-0,408441680";"-0,052077011";"-0,119323727";"Additivity";"Synergy";"Synergy";"Synergy";"Additivity";"Synergy";"0";"-1";"-1";"-1";"0";"-1";"-4";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"SS";"0";"-1";"-1";"-1";"0";"-1";"-4";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"3,000";"2,800";"3,000";"6,600";"4,800";"0";"536,814";"5009,930";"2773,372";"0,044";"0,270";"0,157";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Piperacillin";"A22";"Piperacillin";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"A22";"PIP";"0";"other cell wall";"beta-lactam";"beta-lactam-other cell wall";"1";"cell wall";"cell wall";"cell wall-cell wall";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,110416050";"-0,293930926";"-0,299813582";"-0,408441680";"-0,052077011";"-0,119323727";"Additivity";"Synergy";"Synergy";"Synergy";"Additivity";"Synergy";"0";"-1";"-1";"-1";"0";"-1";"-4";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"SS";"0";"-1";"-1";"-1";"0";"-1";"-4";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"1,167";"12,000";"12,000";"53,833";"32,917";"1";"0,000";"19939,870";"9969,935";"0,000";"0,025";"0,013";"0,008";"0,009";"connected"
"Small/medium-scale PPI";"A22-Rifampicin";"A22";"Rifampicin";"TRUE";"12";"0,003";"Additivity-Antagonism";"3";"0,003";"A22";"RIF";"0";"other cell wall";"RNA polymerase";"other cell wall-RNA polymerase";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"0,099698650";"0,179193542";"0,048765161";"-0,096918110";"0,036225862";"0,074671704";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"0";"1";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"S";"R";"SS";"SS";"SS";"SS";"RS";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"3,000";"3,500";"4,500";"5,000";"4,750";"0";"3314,320";"5009,930";"4162,125";"0,095";"0,270";"0,182";"0,003";"0,003";"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Sulfamonomethoxine";"A22";"Sulfamonomethoxine";"FALSE";"10";"0,002";"Additivity-Antagonism";NA;NA;"A22";"SMM";"0";"other cell wall";"folic acid biosynthesis";"folic acid biosynthesis-other cell wall";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,112852862";"0,060780681";"0,088924032";"0,055928693";"0,061406365";"0,051615801";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"SR";"0";"0";"0";"0";"1";"0";"1";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"2,000";"12,000";"12,000";"21,000";"16,500";"0";"0,000";"5024,920";"2512,460";"0,000";"0,020";"0,010";"0,002";NA;"connected"
"Small/medium-scale PPI";"A22-Triclosan";"A22";"Triclosan";"FALSE";"7";"0,002";"Additivity";NA;NA;"A22";"TRI";"0";"other cell wall";"other membrane";"other cell wall-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"research used drug";"anti-infective";"anti-infective-research used drug";"-0,055067788";"-0,045791726";"0,075300014";"-0,029416923";"-0,018755827";"-0,028013669";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"SR";"0";"0";"0";"0";"1";"0";"1";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"2,000";"1,000";"1,000";"5,000";"3,000";"0";"0,000";"5009,930";"2504,965";"0,090";"0,270";"0,180";"0,002";NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Triclosan";"A22";"Triclosan";"FALSE";"7";"0,002";"Additivity";NA;NA;"A22";"TRI";"0";"other cell wall";"other membrane";"other cell wall-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"research used drug";"anti-infective";"anti-infective-research used drug";"-0,055067788";"-0,045791726";"0,075300014";"-0,029416923";"-0,018755827";"-0,028013669";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"SR";"0";"0";"0";"0";"1";"0";"1";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"3,000";"12,000";"12,000";"17,000";"14,500";"0";"0,000";"1764,640";"882,320";"0,000";"0,000";"0,000";"0,002";NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"A22-Trimethoprim";"A22";"Trimethoprim";"TRUE";"5";"0,001";"Additivity-Antagonism-Synergy";"4";"0,002";"A22";"TMP";"0";"other cell wall";"folic acid biosynthesis";"folic acid biosynthesis-other cell wall";"0";"cell wall";"DNA";"cell wall-DNA";"0";"research used drug";"antibiotic";"antibiotic-research used drug";"-0,217299848";"-0,107507106";"0,150247659";"0,149733660";"0,044874263";"0,059144403";"Synergy";"Additivity";"Antagonism";"Antagonism";"Additivity";"Additivity";"-1";"0";"1";"1";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"RR";"SR";"-1";"-1";"-1";"-1";"1";"0";"-3";"1,200";"1,200";"1,200";"1,200";"10,00";"3,00";"0,00";"0,31";"0,55";"0,51";"0,85";"0,52";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"2,000";"12,000";"12,000";"32,000";"22,000";"0";"0,000";"24687,850";"12343,925";"0,000";"0,040";"0,020";"0,001";"0,002";"connected"
"Small/medium-scale PPI";"Amoxicillin-Aztreonam";"Amoxicillin";"Aztreonam";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"AMX";"ATM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,524618664";"-0,290350251";"-0,298692080";"-0,540616504";"-0,072012457";"0,054671314";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"RS";"RS";"RS";"RS";"-1";"-1";"0";"0";"0";"0";"-2";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,027";"0,061";"0,044";"0,008";"0,009";"connected"
"Co-functional(EcoCyc)";"Amoxicillin-Aztreonam";"Amoxicillin";"Aztreonam";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"AMX";"ATM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,524618664";"-0,290350251";"-0,298692080";"-0,540616504";"-0,072012457";"0,054671314";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"RS";"RS";"RS";"RS";"-1";"-1";"0";"0";"0";"0";"-2";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"Amoxicillin-Aztreonam";"Amoxicillin";"Aztreonam";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"AMX";"ATM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,524618664";"-0,290350251";"-0,298692080";"-0,540616504";"-0,072012457";"0,054671314";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"RS";"RS";"RS";"RS";"-1";"-1";"0";"0";"0";"0";"-2";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,019";"0,031";"0,025";"0,008";"0,009";"connected"
"Small/medium-scale PPI";"Amoxicillin-Cefaclor";"Amoxicillin";"Cefaclor";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"AMX";"CEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,472272507";"-0,248875028";"-0,513641019";"-0,281048583";"0,046779061";"-0,031870194";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"RS";"RS";"RR";"RR";"-1";"-1";"0";"0";"1";"1";"0";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,027";"0,061";"0,044";"0,008";"0,009";"connected"
"Co-functional(EcoCyc)";"Amoxicillin-Cefaclor";"Amoxicillin";"Cefaclor";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"AMX";"CEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,472272507";"-0,248875028";"-0,513641019";"-0,281048583";"0,046779061";"-0,031870194";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"RS";"RS";"RR";"RR";"-1";"-1";"0";"0";"1";"1";"0";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"Amoxicillin-Cefaclor";"Amoxicillin";"Cefaclor";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"AMX";"CEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,472272507";"-0,248875028";"-0,513641019";"-0,281048583";"0,046779061";"-0,031870194";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"RS";"RS";"RR";"RR";"-1";"-1";"0";"0";"1";"1";"0";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,019";"0,031";"0,025";"0,008";"0,009";"connected"
