"N1","N2"
"P27249","P06612"
"P06959","P0ACF4"
"P0A9P0","P0ACF4"
"P08622","P0ACF4"
"P0A7V0","P0ACF4"
"P0ABD5","P0ACF4"
"P0A7U7","P0ACF4"
"P0A847","P0ACF4"
"P0AEU7","P0ACF4"
"P10408","P0ACF4"
"P36767","P0ACF4"
"P05637","P0ACF4"
"P0A7F9","P0ACF4"
"P0A9L8","P0ACF4"
"P0AD70","P0ACF4"
"P0AG48","P0A7W7"
"P0A7V8","P0A7W7"
"P68679","P0A7W7"
"P02413","P0A7W7"
"P76102","P0A7W7"
"P07001","P0A7W7"
"P77808","P0A7W7"
"P26646","P0A7W7"
"P0A7W1","P0A7W7"
"P0A7U7","P0A7W7"
"P0AA10","P0A7W7"
"P0A7S9","P0A7W7"
"P0A7V0","P0A7W7"
"P0A7X3","P0A7W7"
"P0A7K6","P0A7W7"
"P0A7R9","P0A7W7"
"P0A7T3","P0A7W7"
"P0AGJ5","P0A7W7"
"P0A7L3","P0A7W7"
"P0ADZ4","P0A7W7"
"P37765","P0A7W7"
"P0AG67","P0A7W7"
"P0A9P6","P0A7W7"
"P0A7N4","P0A7W7"
"P0AEB2","P0A7W7"
"P0AGK4","P0A7W7"
"P0AG55","P0A7W7"
"P0A707","P0A7W7"
"Q46802","P0A7W7"
"P77499","P0A7W7"
"P23830","P0A7W7"
"P0ACF4","P0A7W7"
"P0A6A8","P0A7W7"
"P75876","P0A7W7"
"P0ABT2","P0A7W7"
"P0A8M6","P0A7W7"
"P0C018","P0A7W7"
"P76116","P0A7W7"
"P0ABL8","P0A7W7"
"P09184","P0A7W7"
"P63228","P0A7W7"
"P05637","P0A7W7"
"P0A9L8","P0A7W7"
"P77293","P0A7W7"
"P0ADS6","P0A7W7"
"P0A8G0","P0A7W7"
"P37751","P0A7W7"
"P36879","P0A7W7"
"P77781","P0A7W7"
"P75864","P0A7W7"
"P0A8I8","P0A7W7"
"P21507","P05055"
"P21513","P05055"
"P0A6P9","P05055"
"P37765","P05055"
"P75864","P05055"
"P0AG67","P05055"
"P0A7U7","P05055"
"P0AAS7","P05055"
"P0AGJ5","P05055"
"P0A972","P05055"
"P0A9P6","P05055"
"P0A7K6","P05055"
"P36979","P05055"
"P43329","P05055"
"P0A7V0","P05055"
"P0A9Y6","P05055"
"P68679","P05055"
"P08622","P05055"
"P06996","P05055"
"P0A7T3","P05055"
"P30871","P05055"
"P39177","P05055"
"P0A799","P05055"
"P0AEU7","P05055"
"P0C8J6","P05055"
"P0AA39","P05055"
"P0A968","P05055"
"P77781","P05055"
"P0A8E5","P05055"
"P63284","P05055"
"P0AD05","P05055"
"Q47319","P05055"
"P37057","P05055"
"P0A8N0","P75989"
"P0A7W1","P0ADZ0"
"P60422","P0ADZ0"
"P0AA10","P0ADZ0"
"P0A7V3","P0ADZ0"
"P0AG48","P0ADZ0"
"P0A9P6","P0ADZ0"
"P60624","P0ADZ0"
"P08622","P0ADZ0"
"P0A7V0","P0ADZ0"
"P61175","P0ADZ0"
"P0A7T3","P0ADZ0"
"P62399","P0ADZ0"
"P0A7M6","P0ADZ0"
"P0A7K6","P0ADZ0"
"P02413","P0ADZ0"
"P0AG59","P0ADZ0"
"P0A7S9","P0ADZ0"
"P0AGJ5","P0ADZ0"
"P0C018","P0ADZ0"
"P0AG67","P0ADZ0"
"P0ADY7","P0ADZ0"
"P0A6Y8","P0ADZ0"
"P0A7U7","P0ADZ0"
"P0A7L8","P0ADZ0"
"P75864","P0ADZ0"
"P0A7V8","P0ADZ0"
"P0A843","P0ADZ0"
"P0ABD5","P0ADZ0"
"P21507","P0ADZ0"
"P0A7L3","P0ADZ0"
"P37765","P0ADZ0"
"P68679","P0ADZ0"
"P0ACF4","P0ADZ0"
"P10408","P0ADZ0"
"P0AG55","P0ADZ0"
"P0AG44","P0ADZ0"
"P0A7W7","P0ADZ0"
"P0A7Z4","P0ADZ0"
"P0A9Y6","P0ADZ0"
"P68919","P0ADZ0"
"P0AGK4","P0ADZ0"
"P0A7N4","P0ADZ0"
"P0A910","P0ADZ0"
"P0A8M6","P0ADZ0"
"P0ABT2","P0ADZ0"
"P77439","P0ADZ0"
"P36879","P0ADZ0"
"P33018","P0ADZ0"
"P77781","P0ADZ0"
"P23830","P0ADZ0"
"P0A8B2","P0ADZ0"
"P36662","P0ADZ0"
"P0AFH2","P0ADZ0"
"P04152","P0ADZ0"
"P0AB83","P0ADZ0"
"P64588","P0ADZ0"
"P0A7E9","P0ADZ0"
"P0A8Z3","P0ADZ0"
"P0ACA7","P0ADZ0"
"P39180","P0ADZ0"
"P0ADA3","P0ADZ0"
"P69739","P0ADZ0"
"P0ACV4","P0ADZ0"
"P52126","P0ADZ0"
"P0ABU7","P0ADZ0"
"P76347","P0ADZ0"
"P0A9I5","P0ADZ0"
"P46923","P0ADZ0"
"P36979","P0ADZ0"
"P64581","P0ADZ0"
"P0A832","P0ADZ0"
"P13518","P0ADZ0"
"P0ACF4","P0A6Y1"
"P29018","P0A6Y1"
"P36767","P0A6Y1"
"P0A9X4","P0AAH0"
"P08622","P0AAH0"
"P0A817","P0AAH0"
"P0A9A6","P0AAH0"
"P06993","P0AAH0"
"P0A7G6","P0AAH0"
"P0CE47","P0AAH0"
"P22333","P0AAH0"
"P0C8J6","P0AAH0"
"P0C054","P0AAH0"
"P0AES4","P0AAH0"
"P0A9N4","P0AAH0"
"P0AEI1","P0AAH0"
"P0ABH9","P0AAH0"
"P77488","P0AAH0"
"P09152","P0AAH0"
"P36979","P0AAH0"
"P0A6Y8","P0AAH0"
"P0C058","P0AAH0"
"P0A6H1","P0AAH0"
"P10408","P0AAH0"
"P0A9H7","P0AAH0"
"P0AFP6","P0AAH0"
"P63284","P0AAH0"
"P25437","P0AAH0"
"P0A6M8","P0AAH0"
"P37909","P0AAH0"
"P64524","P0AAH0"
"P75954","P0AAH0"
"P33599","P0AAH0"
"P0A7K6","P0ADY3"
"P0A7R9","P0ADY3"
"P0A7W1","P0ADY3"
"P0A7V0","P0ADY3"
"P0A7S9","P0ADY3"
"P64614","P0ADY3"
"P0AG55","P0ADY3"
"P0AA10","P0ADY3"
"P0A7U7","P0ADY3"
"P0A7X3","P0ADY3"
"P02413","P0ADY3"
"P0A7V8","P0ADY3"
"P39177","P0ADY3"
"P60624","P0ADY3"
"P0AG48","P0ADY3"
"P0AG59","P0ADY3"
"P62399","P0ADY3"
"P0A7W7","P0ADY3"
"P0AGJ5","P0ADY3"
"P69441","P0ADY3"
"P0AG44","P0ADY3"
"P0A9X4","P0ADY3"
"P0AG67","P0ADY3"
"P0A7L3","P0ADY3"
"P0A6H1","P0ADY3"
"P76078","P0ADY3"
"P77536","P0ADY3"
"P0A9P6","P0ADY3"
"P0AA39","P0ADY3"
"P0A776","P0ADY3"
"P0A8E5","P0ADY3"
"P08622","P0ADY3"
"P18843","P0ADY3"
"Q47274","P0ADY3"
"P68919","P0ADY3"
"P0C018","P0ADY3"
"P0A9M0","P0ADY3"
"P75683","P0ADY3"
"P75864","P0ADY3"
"P0A8M6","P0ADY3"
"P64517","P0ADY3"
"P64588","P0ADY3"
"P37765","P0ADY3"
"P0CF40","P0ADY3"
"P0CF41","P0ADY3"
"P0CF42","P0ADY3"
"P0CF43","P0ADY3"
"P0CF44","P0ADY3"
"P0CF45","P0ADY3"
"P0ABY2","P0ADY3"
"P0A9P0","P0ADY3"
"P06961","P0ADY3"
"P0ADZ4","P0ADY3"
"P0A6J5","P0ADY3"
"P04949","P0ADY3"
"P64521","P0ADY3"
"P0AEZ3","P0ADY3"
"P31063","P0ADY3"
"P0A7G6","P0ADY3"
"P77252","P0AAQ6"
"P28634","P0A9P4"
"P37902","P0A9P4"
"P0AAQ6","P07000"
"P0AAU7","P07000"
"P18775","P07000"
"P0A6I0","P07000"
"P0A8A0","P07000"
"P00944","P07000"
"P22333","P0C8J6"
"P0A9A6","P0C8J6"
"P08622","P0C8J6"
"P09152","P0C8J6"
"P37188","P0C8J6"
"P0ABH9","P0C8J6"
"P37765","P43329"
"P0AG67","P43329"
"P75864","P43329"
"P00722","P43329"
"G0ZKW2","P43329"
"P0A7V0","P43329"
"P0A7U7","P43329"
"P75966","P43329"
"P0ACF4","P43329"
"P0AEU7","P43329"
"P0AFG8","P43329"
"P25888","P43329"
"P22523","P43329"
"P0AA39","P43329"
"P0AAS7","P43329"
"P08622","P43329"
"P0A972","P43329"
"P0ABD5","P43329"
"P10443","P43329"
"Q47157","P77616"
"P08245","P77616"
"P76154","P77616"
"P76148","P77616"
"P76073","P77616"
"P0AER3","P77616"
"P0ACV0","P77616"
"P25728","P77616"
"P0A9A6","P22333"
"P08622","P22333"
"P0A6Y8","P22333"
"P15877","P22333"
"P0ABH9","P22333"
"P0A7V0","P22333"
"P39177","P22333"
"P0CF40","P22333"
"P0CF41","P22333"
"P0CF42","P22333"
"P0CF43","P22333"
"P0CF44","P22333"
"P0CF45","P22333"
"P22333","P0C058"
"P0C8J6","P0C058"
"P0A9X4","P0C058"
"P06993","P0C058"
"Q47274","P0C058"
"P64521","P0C058"
"P45465","P0C058"
"P37765","P0A7L3"
"P0A7V0","P0A7L3"
"P0AG67","P0A7L3"
"P0AA39","P0A7L3"
"P75864","P0A7L3"
"P0A7U7","P0A7L3"
"P0AAS7","P0A7L3"
"P06959","P0A7L3"
"P0ACF4","P0A7L3"
"P08622","P0A7L3"
"P0A847","P0A7L3"
"P75876","P0A7L3"
"P76086","P0A7L3"
"P36879","P0A7L3"
"P76116","P0A7L3"
"P0A9K3","P0A7L3"
"P0A9P0","P0A7L3"
"P64455","P0A7L3"
"P63228","P0A7L3"
"P75829","P0A7L3"
"P76104","P0A7L3"
"P21338","P0A7L3"
"P0AB06","P0A7L3"
"P22333","P0A7L3"
"P0AG30","P0AFG0"
"P0A800","P0AFG0"
"P0A7Z4","P0AFG0"
"P0A9X4","P0AFG0"
"P0A8E5","P0AFG0"
"P60240","P0AFG0"
"P60422","P0AFG0"
"P0A7V3","P0AFG0"
"P0AFF6","P0AFG0"
"P08622","P0AFG0"
"P0CE48","P0AFG0"
"P0A7R5","P0AFG0"
"P0ADY3","P0AFG0"
"P0CE47","P0AFG0"
"P00579","P0AFG0"
"P0A7V0","P0AFG0"
"P0A7R9","P0AFG0"
"P0A9P6","P0AFG0"
"P0A7W1","P0AFG0"
"P0ADY7","P0AFG0"
"P60723","P0AFG0"
"P23830","P0AFG0"
"P0AGJ5","P0AFG0"
"P0A7U7","P0AFG0"
"P64614","P0AFG0"
"P17952","P0AFG0"
"P0A7T3","P0AFG0"
"P0AG59","P0AFG0"
"P0A7W7","P0AFG0"
"P0ADZ0","P0AFG0"
"P0ABJ1","P0AFG0"
"P0ADA3","P0AFG0"
"P77338","P0AFG0"
"P0A7M2","P0AFG0"
"P33937","P0AFG0"
"P0A9B2","P0AFG0"
"P68679","P0AFG0"
"P0AA89","P0AFG0"
"P0A930","P0AFG0"
"P08390","P0AFG0"
"P52061","P0AFG0"
"P63020","P0AFG0"
"P37765","P0A7R5"
"P60723","P0A7R5"
"P10408","P0A7R5"
"P0AGJ5","P0A7R5"
"P60438","P0A7R5"
"P0A9P6","P0A7R5"
"P0A7V0","P0A7R5"
"P0A7W1","P0A7R5"
"P0AA10","P0A7R5"
"P61175","P0A7R5"
"P0A7V3","P0A7R5"
"P0A7T3","P0A7R5"
"P0A7K6","P0A7R5"
"P60422","P0A7R5"
"P0A7U7","P0A7R5"
"P0A7V8","P0A7R5"
"P0AG59","P0A7R5"
"P60624","P0A7R5"
"P0A7S9","P0A7R5"
"P0AG48","P0A7R5"
"P62399","P0A7R5"
"P68679","P0A7R5"
"P0A7X3","P0A7R5"
"P0ADZ0","P0A7R5"
"P0AG67","P0A7R5"
"P0A7W7","P0A7R5"
"P0ADY3","P0A7R5"
"P0A7Z4","P0A7R5"
"P0C018","P0A7R5"
"P0ADY7","P0A7R5"
"P08622","P0A7R5"
"P0AGK4","P0A7R5"
"P0A7R9","P0A7R5"
"P0AA43","P0A7R5"
"P0A6Y8","P0A7R5"
"P60240","P0A7R5"
"P0AFG8","P0A7R5"
"P0A7L8","P0A7R5"
"P02413","P0A7R5"
"P22523","P0A7R5"
"P0AG44","P0A7R5"
"P36979","P0A7R5"
"P21507","P0A7R5"
"P75864","P0A7R5"
"P0ABH9","P0A7R5"
"P0A9Y6","P0A7R5"
"P0A7U3","P0A7R5"
"P0A707","P0A7R5"
"P0ABL8","P0A7R5"
"P43329","P0A7R5"
"P05055","P0A7R5"
"P0A972","P0A7R5"
"P0AG55","P0A7R5"
"P0A7G6","P0A7R5"
"P0ACF4","P0A7R5"
"P0A968","P0A7R5"
"P0AFF6","P0A7R5"
"P23830","P0A7R5"
"P0A759","P0A7R5"
"P0ABT2","P0A7R5"
"P0A9X4","P0A7R5"
"P22188","P0A7R5"
"P0A8M6","P0A7R5"
"P60390","P0A7R5"
"P76578","P0A7R5"
"P21513","P0A7R5"
"P63228","P0A7R5"
"P0A9L8","P0A7R5"
"P36995","P0A7R5"
"P02929","P0A7R5"
"P0ABS1","P0A7R5"
"P0A8L7","P0A7R5"
"P36879","P0A7R5"
"P76550","P0A7R5"
"P75876","P0A7R5"
"P0A8E5","P0A7R5"
"P31057","P0A7R5"
"P0A7H3","P0A7R5"
"P0A8D0","P0A7R5"
"P06722","P0A7R5"
"P0ABJ3","P0A7R5"
"P0AAR3","P0A7R5"
"P76148","P0A7R5"
"P39199","P0A7R5"
"P77293","P0A7R5"
"P76541","P0A7R5"
"P62617","P0A7R5"
"Q46821","P0A7R5"
"P31550","P0A7R5"
"P0A7E9","P0A7R5"
"P77756","P0A7R5"
"P0A836","P0A7R5"
"P0ADA3","P0A7R5"
"P05852","P0A7R5"
"P77717","P0A7R5"
"P0ACV4","P0A7R5"
"P0ABU7","P0A7R5"
"P17952","P0A7R5"
"P0ACE0","P0A7R5"
"P00968","P0A7R5"
"P46923","P0A7R5"
"P76594","P0A7R5"
"P46889","P0A7R5"
"P06612","P0A7R5"
"P0A7L3","P0A7R5"
"P0AES4","P0A7R5"
"P0AB43","P0A7R5"
"P0AEM0","P0A7R5"
"P0AAQ2","P0A7R5"
"P0A780","P0A7R5"
"P77468","P0A7R5"
"P0A8Z3","P0A7R5"
"P0AB28","P0A7R5"
"P33643","P0A7R5"
"P06710","P0AGE0"
"P15043","P0AGE0"
"P14294","P0AGE0"
"P06612","P0AGE0"
"P21893","P0AGE0"
"P03007","P0AGE0"
"P04995","P0AGE0"
"A0A0G3HGF9","P0AGE0"
"P0ABS8","P0AGE0"
"P10443","P0AGE0"
"P0AGJ5","P0AGE0"
"P28630","P0AGE0"
"P28631","P0AGE0"
"P77788","P0AGE0"
"P60422","P0AGE0"
"P0ACF8","P0AGE0"
"P0A6A0","P0AGE0"
"P25522","P0AGE0"
"P0AED9","P0AGE0"
"P0A7V8","P0AGE0"
"P17888","P0AGE0"
"P0A7M2","P0AGE0"
"P0AES4","P0AGE0"
"P00490","P0AGE0"
"P24230","P0AGE0"
"P0ACP1","P0AGE0"
"P0AFI2","P0AGE0"
"P0A7Y4","P0AGE0"
"P0CE48","P0AGE0"
"P10408","P0AGE0"
"P0A7Z4","P0AGE0"
"P0A7N9","P0AGE0"
"P0A9M0","P0AGE0"
"P0A7K2","P0AGE0"
"P0ACF0","P0AGE0"
"P61175","P0AGE0"
"P69908","P0AGE0"
"P60438","P0AGE0"
"P0AFG8","P0AGE0"
"P0A9P0","P0AGE0"
"P60723","P0AGE0"
"P0A7K6","P0AGE0"
"P60624","P0AGE0"
"P0A9K9","P0AGE0"
"Q47269","P0AGE0"
"P12295","P0AGE0"
"P0A805","P0AGE0"
"P77522","P0AGE0"
"P33634","P0AGE0"
"P0AC35","P0AGE0"
"P0A6E6","P0AGE0"
"P0A9P6","P60624"
"P21507","P60624"
"P37765","P60624"
"P08622","P60624"
"P05055","P60624"
"P0A7K6","P60624"
"P0A7W1","P60624"
"P0AA10","P60624"
"P0A7V8","P60624"
"P0AG48","P60624"
"P0A7S9","P60624"
"P0AGJ5","P60624"
"P02413","P60624"
"P0AG55","P60624"
"P0A7V0","P60624"
"P0AG67","P60624"
"P0A7U7","P60624"
"P0A7T3","P60624"
"P75864","P60624"
"P0AG59","P60624"
"P62399","P60624"
"P0A7L3","P60624"
"P0AA39","P60624"
"P0AG44","P60624"
"P43329","P60624"
"P30871","P60624"
"P0A7X3","P60624"
"P23830","P60624"
"P0A7W7","P60624"
"P68679","P60624"
"P0C018","P60624"
"P68919","P60624"
"P0A7R9","P60624"
"P0AEU7","P60624"
"P0A9Y6","P60624"
"P0ADZ4","P60624"
"P0AFG8","P60624"
"P0A9K3","P60624"
"P0A8M6","P60624"
"P0ACF4","P60624"
"P10408","P60624"
"P36979","P60624"
"P21513","P60624"
"P06959","P60624"
"P0A776","P60624"
"P0A715","P60624"
"P0A707","P60624"
"P0AGK4","P60624"
"P77136","P60624"
"P0A6P9","P60624"
"P0A7Z4","P60624"
"P0ABT2","P60624"
"P0AAS7","P60624"
"P0ABH9","P60624"
"P0ACF8","P60624"
"P0ABD5","P60624"
"P0ABL8","P60624"
"P0A972","P60624"
"P75966","P60624"
"P69913","P60624"
"P0AD61","P60624"
"P37057","P60624"
"P0A9L8","P60624"
"P0A968","P60624"
"P36879","P60624"
"P0A847","P60624"
"Q46820","P60624"
"P75876","P60624"
"P23917","P60624"
"P75829","P60624"
"P64451","P60624"
"P77293","P60624"
"P0ADS6","P60624"
"P64588","P60624"
"P0A8W8","P60624"
"P33570","P60624"
"P69739","P60624"
"P39453","P60624"
"P0ACV4","P60624"
"P76104","P60624"
"P76116","P60624"
"P25516","P60624"
"P75869","P75960"
"P14294","P21893"
"P0A7Y4","P21893"
"P04995","P21893"
"A0A0G3HGF9","P21893"
"P76298","P21893"
"P06612","P21893"
"P03024","P21893"
"P0A809","P21893"
"P0AFP6","P75995"
"P0AGJ5","P0A7T3"
"P37765","P0A7T3"
"P0A7V0","P0A7T3"
"P0A7K6","P0A7T3"
"P0AG67","P0A7T3"
"P0A7U7","P0A7T3"
"P23830","P0A7T3"
"P75864","P0A7T3"
"P43329","P0A7T3"
"P0A707","P0A7T3"
"P10408","P0A7T3"
"P21507","P0A7T3"
"P0AFG8","P0A7T3"
"P08622","P0A7T3"
"P0A7L3","P0A7T3"
"P0A6Y8","P0A7T3"
"P28631","P0A7T3"
"P0AEB2","P0A7T3"
"P0ABH9","P0A7T3"
"P21513","P0A7T3"
"P22523","P0A7T3"
"P36659","P0A7T3"
"P0ABL8","P0A7T3"
"P0A9P0","P0A7T3"
"P30126","P0A7T3"
"P0A8M6","P0A7T3"
"P0A972","P0A7T3"
"P0AA43","P0A7T3"
"P36979","P0A7T3"
"P10443","P0A7T3"
"P14294","P0A7T3"
"P0A7E9","P0A7T3"
"P02929","P0A7T3"
"P36879","P0A7T3"
"P09546","P0A7T3"
"P76193","P0A7T3"
"P0A9K3","P0A7T3"
"P75876","P0A7T3"
"P31677","P0A7T3"
"P0A8R7","P0A7T3"
"P00804","P0A7T3"
"P0AEM0","P0A7T3"
"P76389","P0A7T3"
"P0ABG4","P0A7T3"
"P05637","P0A7T3"
"P0A9L8","P0A7T3"
"P0ABJ1","P0A7T3"
"P76491","P0A7T3"
"P0A6A6","P0A7T3"
"P64519","P0A7T3"
"P77499","P0A7T3"
"P0ACV4","P0A7T3"
"P37751","P0A7T3"
"P0AEW1","P0A7T3"
"P76550","P0A7T3"
"P17315","P0A7T3"
"P06611","P0A7T3"
"P08622","P0A7U7"
"P76073","P76154"
"P75989","P76154"
"P0A8I8","P76154"
"P09152","P11349"
"P04825","P11349"
"P0AEP7","P11349"
"P68644","P11349"
"P17993","P61175"
"P0AA10","P61175"
"P0A7W1","P61175"
"P0A7K6","P61175"
"P0A7V0","P61175"
"P0A7V3","P61175"
"P0AG48","P61175"
"P60624","P61175"
"P0AG59","P61175"
"P0A7S9","P61175"
"P0A7V8","P61175"
"P0A7U7","P61175"
"P02413","P61175"
"P0A7L3","P61175"
"P0A7T3","P61175"
"P0AG55","P61175"
"P37765","P61175"
"P0AG67","P61175"
"P62399","P61175"
"P0ADY7","P61175"
"P21507","P61175"
"P0AGJ5","P61175"
"P0A9P6","P61175"
"P0A7W7","P61175"
"P0C018","P61175"
"P0ADY3","P61175"
"P0AGK4","P61175"
"P0AG44","P61175"
"P75864","P61175"
"P0ACF4","P61175"
"P08622","P61175"
"P23830","P61175"
"P06959","P61175"
"P68679","P61175"
"P0A7X3","P61175"
"P0A9P0","P61175"
"P10408","P61175"
"P0A7M6","P61175"
"P0AFG8","P61175"
"P0A7R9","P61175"
"P30871","P61175"
"P0ABD5","P61175"
"P68919","P61175"
"P0A7Z4","P61175"
"P05055","P61175"
"P0ABH9","P61175"
"P0A6Y8","P61175"
"P0ABL8","P61175"
"P43329","P61175"
"P0AER3","P61175"
"P0ACV0","P61175"
"P0ADZ4","P61175"
"P0AES4","P61175"
"P21513","P61175"
"P0AA39","P61175"
"P0AFF6","P61175"
"P0A6Q6","P61175"
"P0A707","P61175"
"P0A6P9","P61175"
"P75830","P61175"
"P0AAS7","P61175"
"P75966","P61175"
"P0A6A8","P61175"
"P60240","P61175"
"P14294","P61175"
"P0A705","P61175"
"P0A847","P61175"
"P0A8H8","P0AES4"
"P08622","P0AES4"
"P0ACV0","P0AES4"
"P22333","P0AES4"
"P0AF03","P0AES4"
"P0A707","P0AES4"
"P0AER3","P0AES4"
"P10408","P0AES4"
"P0A7V0","P0AES4"
"P0A715","P0AES4"
"P06612","P0AES4"
"P03819","P0AES4"
"P0ABH9","P0AES4"
"P0A9L8","P0AES4"
"P76116","P0AES4"
"P0AFP6","P0AES4"
"P0AFG8","P0AES4"
"P77319","P0AES4"
"P09373","P0AES4"
"P0AEM0","P19624"
"P68646","P19624"
"P0A7U7","P63228"
"P25539","P09557"
"P0ABQ4","P09557"
"P0AGG0","P09557"
"P22188","P76364"
"P0C960","P64530"
"P0A908","P64530"
"P0A9X1","P64530"
"P38097","P33346"
"P39180","P33346"
"P0A7Q1","P52126"
"P0A9B2","P52126"
"P24555","P52126"
"P75767","P52126"
"P0A9M2","P37636"
"P75824","P37636"
"P45463","P37636"
"P75849","P06974"
"P0ABZ1","P06974"
"P0ACC3","P06974"
"P31134","P06974"
"P0A7Q1","P0A7B1"
"P63228","P0A7B1"
"P06971","P0A7B1"
"P0AAF6","P0A7B1"
"P0A951","P0A7B1"
"P0A9L8","P0A7B1"
"P00956","P0A7B1"
"P60716","P63389"
"P0A746","P63389"
"P76501","P63389"
"P75882","P63389"
"P45758","P63389"
"P0AFG3","P63389"
"P05825","P63389"
"P0A7N1","P63389"
"P0AGJ9","P63389"
"P69741","P63389"
"P0ACZ4","P19323"
"P0A754","P19323"
"P31574","P19323"
"P0ABF6","P0AEJ8"
"P06134","P0AEJ8"
"P76272","Q46896"
"P76339","Q46896"
"P0A8F4","Q46896"
"P77444","Q46896"
"P0AFP6","Q46896"
"P0ABT2","Q46896"
"P0A9M2","P0A9D8"
"P00804","P0A9D8"
"P0A725","P0A7E9"
"P0C0V0","P0A7E9"
"P00722","P76272"
"G0ZKW2","P76272"
"P0AFP6","P76272"
"P77515","P76272"
"P0A7E9","P76272"
"P0AFP6","P76339"
"P11880","P76339"
"P0AED9","P76339"
"P0A940","P76339"
"P0A847","P76339"
"P0C0U4","P76339"
"P30015","P0ABF6"
"P0A759","P0ABF6"
"P00490","P0ACF0"
"P0ACF4","P0ACF0"
"P37765","P0ACF0"
"P0AA10","P0ACF0"
"P0A7Z4","P0ACF0"
"P0AGJ5","P0ACF0"
"P0A9P6","P0ACF0"
"P0A8T7","P0ACF0"
"P0ACF8","P0ACF0"
"P0AA39","P0ACF0"
"P0A7W1","P0ACF0"
"P0A7K6","P0ACF0"
"P02359","P0ACF0"
"P60723","P0ACF0"
"P60422","P0ACF0"
"P60438","P0ACF0"
"P60624","P0ACF0"
"P0A7S9","P0ACF0"
"P61175","P0ACF0"
"P0A7L0","P0ACF0"
"P0AG59","P0ACF0"
"P0A7V3","P0ACF0"
"P0AG48","P0ACF0"
"P0AG67","P0ACF0"
"P0A7V8","P0ACF0"
"P0A7V0","P0ACF0"
"P75864","P0ACF0"
"P0A7U7","P0ACF0"
"P0C018","P0ACF0"
"P0A7M2","P0ACF0"
"P0AG55","P0ACF0"
"P0A7L3","P0ACF0"
"P05055","P0ACF0"
"P0A7R5","P0ACF0"
"P62399","P0ACF0"
"P0A8V2","P0ACF0"
"P0A7T3","P0ACF0"
"P02413","P0ACF0"
"P0A7N9","P0ACF0"
"P23830","P0ACF0"
"P0AG44","P0ACF0"
"P0ADZ4","P0ACF0"
"P0ADY7","P0ACF0"
"P43329","P0ACF0"
"P0A7K2","P0ACF0"
"P06959","P0ACF0"
"P21507","P0ACF0"
"P0A9P0","P0ACF0"
"P0AGK4","P0ACF0"
"P10408","P0ACF0"
"P68679","P0ACF0"
"P0A7X3","P0ACF0"
"P0ADZ0","P0ACF0"
"P0A9Y6","P0ACF0"
"P0A7U3","P0ACF0"
"P0A7R9","P0ACF0"
"P37634","P0ACF0"
"P0AFG8","P0ACF0"
"P30871","P0ACF0"
"P0AG24","P0ACF0"
"P15977","P0ACF0"
"P0ABD5","P0ACF0"
"P0ADY3","P0ACF0"
"P0A6R3","P0ACF0"
"P0A7M6","P0ACF0"
"P0AEU7","P0ACF0"
"P68919","P0ACF0"
"P0A7W7","P0ACF0"
"P0A847","P0ACF0"
"P0A6X7","P0ACF0"
"P0AG30","P0ACF0"
"P0A7S3","P0ACF0"
"P0A7L8","P0ACF0"
"P0ADK8","P0ACF0"
"P00582","P0ACF0"
"P14294","P0ACF0"
"P15043","P0ACF0"
"P0AAS7","P0ACF0"
"P0A972","P0ACF0"
"P0ABH9","P0ACF0"
"P0A9K9","P0ACF0"
"P0AD61","P0ACF0"
"P0A8M6","P0ACF0"
"P0A6Y1","P0ACF0"
"P75966","P0ACF0"
"P21893","P0ACF0"
"P69913","P0ACF0"
"P21513","P0ACF0"
"P0AFF6","P0ACF0"
"P0A800","P0ACF0"
"P0ACB2","P0ACF0"
"P0A9X9","P0ACF0"
"P0A9K3","P0ACF0"
"P68739","P0ACF0"
"P05637","P0ACF0"
"P0A9L8","P0ACF0"
"P0ACN4","P0ACF0"
"P76491","P0ACF0"
"P0A8G0","P0ACF0"
"P0A7Y4","P0ACF0"
"P0A8F8","P0ACF0"
"P09546","P0ACF0"
"Q46820","P0ACF0"
"P76116","P0ACF0"
"P36979","P0ACF0"
"P0AGK8","P0ACF0"
"P0A8R7","P0ACF0"
"P0A832","P0ACF0"
"P0AEM0","P0ACF0"
"P23917","P0ACF0"
"P0A7F9","P0ACF0"
"P0AFP4","P0ACF0"
"P0AEQ6","P0ACF0"
"P75829","P0ACF0"
"P33591","P0ACF0"
"P0ABJ3","P0ACF0"
"P0AFI0","P0ACF0"
"P64429","P0ACF0"
"P64588","P0ACF0"
"P02918","P0ACF0"
"P02919","P0ACF0"
"P0A715","P0ACF0"
"P39180","P0ACF0"
"P0A8W8","P0ACF0"
"P0ADA3","P0ACF0"
"P0A6S7","P0ACF0"
"P75782","P0ACF0"
"P0ACV4","P0ACF0"
"P77581","P0ACF0"
"P37751","P0ACF0"
"P0ABU7","P0ACF0"
"P0A6Q3","P0ACF0"
"P17315","P0ACF0"
"P0A7Y8","P0ACF0"
"P0A776","P0ACF0"
"P76268","P0ACF0"
"P31677","P0ACF0"
"P37642","P0ACF0"
"P37617","P0ACF0"
"P0AFG6","P0AC53"
"P77536","P0AC53"
"P17446","P0AC53"
"P09373","P0AC53"
"P35340","P0AC53"
"P21517","P0AC53"
"P0AG67","P0A9Y6"
"P37765","P0A9Y6"
"P0ABD5","P0A9Y6"
"P0AA39","P0A9Y6"
