node1 node2 experimental database textmining combined_score
PA0073 PA4592 173 0 60 189
PA0073 PA3521 173 0 61 190
PA0073 PA2522 173 0 61 190
PA0073 PA3081 339 0 0 339
PA0073 PA2521 205 0 98 252
PA0073 PA0156 205 0 98 252
PA0073 PA4208 173 0 61 190
PA0073 PA3421 339 0 0 339
PA0073 PA3523 205 0 98 252
PA0073 PA2988 446 0 98 478
PA0073 PA4206 205 0 98 252
PA0073 PA2390 396 0 98 431
PA0073 PA2019 205 0 98 252
PA0073 PA0383 339 0 0 339
PA0073 PA2837 173 0 61 190
PA0073 PA5158 173 0 61 190
PA0073 PA2528 205 0 98 252
PA0073 PA3677 205 0 98 252
PA0073 PA2391 173 0 61 190
PA0074 PA1243 0 0 360 360
PA0074 PA3346 0 0 154 153
PA0074 PA1992 64 0 225 243
PA0074 PA2583 0 0 154 153
PA0074 PA5017 0 0 169 169
PA0074 PA4036 0 0 152 151
PA0074 PA1054 161 0 0 161
PA0074 PA0081 0 0 424 424
PA0074 PA1976 0 0 153 152
PA0074 PA3271 0 0 240 239
PA0074 PA3946 0 0 154 153
PA0074 PA1670 181 0 0 181
PA0074 PA2786 0 0 153 152
PA0074 PA0075 181 0 0 181
PA0074 PA1717 502 0 0 502
PA0074 PA4112 0 0 152 151
PA0074 PA1782 181 0 0 181
PA0074 PA0928 0 0 154 153
PA0074 PA3761 177 0 0 177
PA0074 PA2177 0 0 153 152
PA0074 PA0469 181 0 0 181
PA0074 PA3560 177 0 0 177
PA0074 PA1665 0 0 429 429
PA0074 PA0600 0 0 171 171
PA0075 PA2442 46 301 0 304
PA0075 PA5418 55 301 0 311
PA0075 PA3415 148 0 53 158
